,TransactionID,id_01,id_02,id_03,id_04,id_05,id_06,id_07,id_08,id_09,id_10,id_11,id_12,id_13,id_14,id_15,id_16,id_17,id_18,id_19,id_20,id_21,id_22,id_23,id_24,id_25,id_26,id_27,id_28,id_29,id_30,id_31,id_32,id_33,id_34,id_35,id_36,id_37,id_38,DeviceType,DeviceInfo
293,2987969,0.0,83415.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-360.0,Found,Found,166.0,15.0,404.0,146.0,,,,,,,,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2732x2048,match_status:1,T,F,T,T,mobile,iOS Device
294,2987972,-15.0,,,,,,,,,,,NotFound,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,2987989,-5.0,121925.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,427.0,507.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,Windows
296,2988008,-5.0,243351.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,266.0,612.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
297,2988015,-5.0,89335.0,,,1.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,352.0,222.0,,,,,,,,New,NotFound,iOS 11.0.3,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
298,2988018,-5.0,108968.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,,621.0,611.0,,,,,,,,New,NotFound,iOS 10.3.3,mobile safari 10.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
299,2988021,-5.0,90583.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,49.0,-360.0,Found,Found,166.0,,621.0,611.0,,,,,,,,Found,Found,iOS 10.3.3,mobile safari 10.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
300,2988028,-5.0,20261.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,215.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
301,2988033,-10.0,193199.0,,,0.0,-11.0,,,,,100.0,NotFound,52.0,,New,NotFound,225.0,,380.0,561.0,,,,,,,,New,NotFound,,chrome 62.0,,,,F,F,T,T,desktop,Windows
302,2988038,-10.0,214880.0,0.0,0.0,9.0,-27.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,186.0,600.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1280x1024,match_status:2,T,F,T,T,desktop,Windows
303,2988062,-70.0,70894.0,,,,,-1.0,-100.0,,,100.0,NotFound,57.0,,New,NotFound,,,,,657.0,41.0,IP_PROXY:ANONYMOUS,15.0,161.0,159.0,Found,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,Blade V6 Plus Build/MRA58K
304,2988064,-70.0,400890.0,0.0,0.0,,,-1.0,-100.0,0.0,0.0,100.0,NotFound,57.0,,Found,Found,,,,,657.0,41.0,IP_PROXY:ANONYMOUS,15.0,161.0,159.0,Found,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,Blade V6 Plus Build/MRA58K
305,2988080,-5.0,32732.0,0.0,0.0,1.0,-1.0,,,0.0,0.0,100.0,NotFound,52.0,-480.0,Found,Found,166.0,,277.0,177.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
306,2988083,0.0,156798.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,290.0,401.0,,,,,,,,New,NotFound,,chrome 61.0 for android,,,,F,F,T,T,mobile,SM-J700M Build/MMB29K
307,2988093,0.0,172450.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,215.0,368.0,,,,,,,,Found,Found,Android 5.1.1,chrome 62.0 for android,32.0,960x540,match_status:2,T,F,T,T,mobile,SM-G530T
308,2988140,-40.0,341322.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,18.0,-300.0,Found,Found,166.0,15.0,321.0,391.0,,,,,,,,Found,Found,Android 7.0,chrome 61.0 for android,32.0,1280x720,match_status:2,T,F,T,T,mobile,LGMP260 Build/NRD90U
309,2988166,-5.0,137421.0,,,1.0,0.0,,,,,100.0,NotFound,25.0,-300.0,New,NotFound,166.0,,542.0,368.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
310,2988170,-5.0,207015.0,,,12.0,-20.0,,,,,100.0,NotFound,49.0,-360.0,New,NotFound,166.0,13.0,226.0,521.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,T,mobile,iOS Device
311,2988171,-5.0,13766.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,529.0,484.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
312,2988177,-5.0,187878.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,153.0,397.0,,,,,,,,Found,Found,,firefox 57.0,,,,F,F,T,T,desktop,Windows
313,2988182,-5.0,65331.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,,390.0,489.0,,,,,,,,New,NotFound,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
314,2988192,0.0,188728.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,20.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-E500M Build/KTU84P
315,2988204,-5.0,127122.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,630.0,535.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2436x1125,match_status:1,T,F,F,F,mobile,iOS Device
316,2988209,-5.0,35530.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-480.0,New,NotFound,166.0,18.0,529.0,222.0,,,,,,,,New,NotFound,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
317,2988211,-5.0,21901.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,18.0,529.0,222.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
318,2988221,-5.0,212549.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-480.0,Found,Found,166.0,18.0,529.0,222.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
319,2988227,0.0,305661.0,,,2.0,-13.0,,,,,100.0,NotFound,,-360.0,New,NotFound,225.0,,414.0,507.0,,,,,,,,New,NotFound,,ie 11.0 for desktop,,,,F,T,T,T,desktop,Trident/7.0
320,2988246,-45.0,68481.0,0.0,0.0,11.0,-26.0,,,0.0,0.0,100.0,NotFound,49.0,-300.0,Found,Found,166.0,12.0,321.0,597.0,,,,,,,,Found,Found,Android 7.0,samsung browser 6.2,32.0,2220x1080,match_status:2,T,F,T,F,mobile,SAMSUNG SM-G950U Build/NRD90M
321,2988257,-5.0,47714.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,100.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,,T,F,T,T,desktop,Windows
322,2988267,-5.0,13019.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,100.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
323,2988304,-5.0,16989.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,100.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,,T,F,T,T,desktop,Windows
324,2988308,-20.0,384366.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,176.0,507.0,,,,,,,,New,NotFound,,chrome 61.0,,,,F,F,F,T,desktop,
325,2988311,-5.0,1502.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,100.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
326,2988312,-5.0,6018.0,,,2.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,193.0,533.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1280x1024,match_status:2,T,T,F,T,desktop,Trident/7.0
327,2988325,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
328,2988339,-10.0,16090.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,100.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
329,2988340,-5.0,106978.0,,,0.0,-10.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,352.0,597.0,,,,,,,,New,NotFound,iOS 11.1.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
330,2988342,-5.0,21240.0,0.0,0.0,1.0,-10.0,,,0.0,0.0,100.0,Found,49.0,-300.0,Found,Found,166.0,15.0,352.0,597.0,,,,,,,,Found,Found,iOS 11.1.1,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
331,2988356,-5.0,21193.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,312.0,256.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
332,2988368,0.0,54495.0,,,14.0,-36.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,13.0,410.0,439.0,,,,,,,,New,NotFound,Windows 7,ie 11.0 for desktop,24.0,1600x900,match_status:2,T,T,T,T,desktop,rv:11.0
333,2988370,0.0,22207.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,15.0,390.0,549.0,,,,,,,,Found,Found,Mac OS X 10_12_6,chrome 61.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,MacOS
334,2988378,-10.0,14616.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,100.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
335,2988380,-5.0,56622.0,,,1.0,0.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,410.0,600.0,,,,,,,,New,NotFound,Windows 10,edge 15.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
336,2988389,-15.0,75604.0,,,,,4.0,-15.0,-8.0,-9.0,90.91000366210938,NotFound,52.0,-360.0,New,NotFound,,,,,724.0,14.0,IP_PROXY:ANONYMOUS,15.0,460.0,142.0,Found,Found,Found,Windows 7,chrome 62.0,24.0,1920x1200,,T,F,T,F,desktop,Windows
337,2988393,-10.0,4568.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,100.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
338,2988396,0.0,67393.0,0.0,0.0,12.0,-9.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,15.0,321.0,177.0,,,,,,,,Found,Found,iOS 11.1.1,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
339,2988409,0.0,86545.0,,,22.0,-7.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,15.0,303.0,368.0,,,,,,,,New,NotFound,Android,chrome 61.0,32.0,855x480,match_status:2,T,F,T,T,mobile,
340,2988431,-5.0,67168.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,529.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
341,2988448,-5.0,62059.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,100.0,535.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,F,F,mobile,iOS Device
342,2988449,0.0,75800.0,0.0,0.0,1.0,-22.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,15.0,410.0,333.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,,match_status:2,T,T,T,T,desktop,Trident/7.0
343,2988451,-5.0,40828.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,215.0,214.0,,,,,,,,New,NotFound,Windows 7,chrome 62.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
344,2988469,-5.0,201476.0,,,6.0,-6.0,,,0.0,0.0,94.0500030517578,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,410.0,277.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,F,desktop,Windows
345,2988475,0.0,112536.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,390.0,549.0,,,,,,,,Found,Found,Mac OS X 10_10_5,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,MacOS
346,2988484,0.0,112943.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,215.0,391.0,,,,,,,,Found,Found,Mac OS X 10.9,firefox 57.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,rv:57.0
347,2988495,-5.0,113461.0,,,1.0,-7.0,,,,,100.0,Found,52.0,-300.0,New,NotFound,166.0,15.0,617.0,161.0,,,,,,,,New,NotFound,Windows 10,edge 15.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
348,2988512,-5.0,74852.0,,,0.0,0.0,,,0.0,0.0,96.47000122070312,NotFound,49.0,-360.0,New,NotFound,166.0,,529.0,214.0,,,,,,,,Found,Found,Mac OS X 10_12_6,safari generic,24.0,2560x1600,match_status:2,T,F,F,T,desktop,MacOS
349,2988513,-5.0,15103.0,,,7.0,0.0,,,0.0,0.0,97.5,NotFound,52.0,-300.0,New,NotFound,166.0,12.0,410.0,600.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1920x1080,match_status:0,T,F,T,T,desktop,Windows
350,2988535,-5.0,36696.0,,,12.0,-7.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,13.0,410.0,391.0,,,,,,,,New,NotFound,Mac OS X 10_12_6,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,MacOS
351,2988549,0.0,198556.0,,,0.0,0.0,,,,,100.0,NotFound,,,New,NotFound,225.0,,427.0,563.0,,,,,,,,New,NotFound,,chrome 62.0 for android,,,,F,F,T,T,mobile,SM-G920I Build/NRD90M
352,2988565,0.0,23946.0,0.0,0.0,,,,,0.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,,215.0,391.0,,,,,,,,Found,Found,Windows Vista,chrome 49.0,24.0,1366x768,match_status:2,T,T,T,T,desktop,Windows
353,2988567,-5.0,2020.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,166.0,,454.0,214.0,,,,,,,,New,NotFound,Windows 8.1,chrome 62.0,24.0,1600x900,match_status:2,T,F,T,T,desktop,Windows
354,2988568,-5.0,119047.0,0.0,0.0,0.0,-5.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,529.0,600.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,F,desktop,Windows
355,2988610,0.0,34247.0,,,2.0,0.0,,,3.0,0.0,95.6500015258789,NotFound,,-300.0,New,NotFound,166.0,15.0,390.0,489.0,,,,,,,,Found,Found,Mac OS X 10_13_1,safari generic,24.0,4096x2304,match_status:2,T,F,T,T,desktop,MacOS
356,2988621,-5.0,85586.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,529.0,161.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,F,F,mobile,iOS Device
357,2988622,0.0,59044.0,2.0,0.0,5.0,-6.0,,,2.0,0.0,100.0,NotFound,,-300.0,Found,Found,166.0,13.0,410.0,549.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1366x768,match_status:2,T,T,T,T,desktop,Trident/7.0
358,2988623,-5.0,353816.0,0.0,0.0,3.0,-19.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,15.0,417.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
359,2988655,-5.0,133862.0,0.0,0.0,3.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,,Found,Found,225.0,,254.0,507.0,,,,,,,,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
360,2988663,-5.0,78700.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,529.0,161.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1366x768,match_status:2,T,F,T,T,desktop,Windows
361,2988667,-5.0,112867.0,,,10.0,-33.0,,,7.0,0.0,94.0500030517578,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,410.0,161.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1024x768,match_status:2,T,F,T,F,desktop,Windows
362,2988672,-5.0,200318.0,0.0,0.0,9.0,-33.0,,,7.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,13.0,410.0,161.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1024x768,match_status:2,T,F,T,F,desktop,Windows
363,2988678,-5.0,319622.0,0.0,0.0,11.0,-33.0,,,4.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,13.0,410.0,161.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1024x768,match_status:2,T,F,T,F,desktop,Windows
364,2988686,-25.0,318810.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,,Unknown,,225.0,,427.0,127.0,,,,,,,,New,NotFound,,mobile safari 11.0,,,,F,F,F,T,mobile,
365,2988688,0.0,3661.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,553.0,500.0,,,,,,,,Found,Found,Windows 10,ie 11.0 for desktop,24.0,,match_status:2,T,T,T,T,desktop,Trident/7.0
366,2988690,-45.0,43157.0,,,0.0,-11.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,15.0,193.0,391.0,,,,,,,,New,NotFound,iOS 11.1.2,mobile safari 11.0,32.0,1136x640,match_status:1,T,F,F,T,mobile,iOS Device
367,2988696,0.0,76488.0,,,1.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,15.0,215.0,439.0,,,,,,,,New,NotFound,iOS 11.1.1,mobile safari 11.0,32.0,2048x1536,match_status:1,T,F,T,T,mobile,iOS Device
368,2988698,-5.0,81500.0,,,5.0,-5.0,,,0.0,0.0,95.16000366210938,NotFound,52.0,,New,NotFound,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,F,T,T,desktop,rv:11.0
369,2988701,-5.0,86328.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,,542.0,533.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,Windows
370,2988702,-20.0,171610.0,0.0,0.0,13.0,-34.0,2.0,-33.0,0.0,0.0,100.0,NotFound,15.0,-300.0,Found,Found,166.0,12.0,317.0,549.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,184.0,Found,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
371,2988705,-5.0,98309.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,,529.0,161.0,,,,,,,,Found,Found,Windows Vista,chrome 49.0,24.0,1280x800,match_status:2,T,F,T,F,desktop,Windows
372,2988706,-20.0,50100.0,0.0,0.0,12.0,-34.0,2.0,-33.0,0.0,0.0,100.0,Found,15.0,-300.0,Found,Found,166.0,12.0,317.0,549.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,184.0,Found,Found,Found,iOS 11.1.2,mobile safari 11.0,32.0,2208x1242,match_status:1,T,F,T,T,mobile,iOS Device
373,2988710,-25.0,62250.0,,,5.0,-5.0,,,0.0,0.0,95.08000183105469,NotFound,63.0,,Unknown,,166.0,13.0,216.0,214.0,,,,,,,,Found,Found,,ie 11.0 for desktop,,,,F,F,F,T,desktop,rv:11.0
374,2988713,0.0,85420.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,621.0,600.0,,,,,,,,New,NotFound,iOS 11.0.3,mobile safari 11.0,32.0,1334x750,match_status:1,T,F,T,T,mobile,iOS Device
375,2988714,-55.0,83328.0,0.0,0.0,9.0,-100.0,17.0,-13.0,0.0,0.0,100.0,NotFound,11.0,-300.0,Found,Found,166.0,13.0,365.0,489.0,228.0,14.0,IP_PROXY:TRANSPARENT,11.0,426.0,117.0,Found,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1440x900,match_status:2,T,T,T,T,desktop,Trident/7.0
376,2988717,-10.0,118398.0,,,9.0,-30.0,12.0,-36.0,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,12.0,122.0,549.0,252.0,14.0,IP_PROXY:TRANSPARENT,11.0,321.0,184.0,Found,New,NotFound,iOS 11.1.2,mobile safari generic,32.0,1334x750,match_status:2,T,F,F,T,mobile,iOS Device
377,2988719,-5.0,43301.0,,,0.0,0.0,,,,,100.0,NotFound,49.0,-300.0,New,NotFound,166.0,,548.0,277.0,,,,,,,,New,NotFound,iOS 10.3.2,mobile safari 10.0,32.0,2208x1242,match_status:1,T,F,F,T,mobile,iOS Device
378,2988722,-15.0,,,,,,,,,,,NotFound,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,2988737,-20.0,309092.0,,,0.0,0.0,,,,,100.0,NotFound,52.0,-360.0,New,NotFound,225.0,,266.0,595.0,,,,,,,,New,NotFound,,ie 11.0 for desktop,,,,F,T,F,T,desktop,Trident/7.0
380,2988740,-5.0,224921.0,,,7.0,-9.0,,,,,100.0,NotFound,52.0,-300.0,New,NotFound,166.0,13.0,410.0,277.0,,,,,,,,New,NotFound,Windows 10,chrome 62.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
381,2988745,-5.0,103236.0,0.0,0.0,10.0,-13.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,12.0,197.0,368.0,,,,,,,,Found,Found,Windows 10,edge 15.0,24.0,,match_status:2,T,F,T,T,desktop,Windows
382,2988746,-5.0,27969.0,0.0,0.0,9.0,-33.0,,,6.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,13.0,410.0,161.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1024x768,match_status:2,T,F,T,F,desktop,Windows
383,2988749,-15.0,108803.0,0.0,0.0,,,4.0,-44.0,0.0,0.0,100.0,NotFound,52.0,,Found,Found,,,,,369.0,21.0,IP_PROXY:ANONYMOUS,,205.0,191.0,Found,Found,Found,,chrome 62.0,,,,F,F,T,T,desktop,Windows
384,2988752,-5.0,320871.0,0.0,0.0,9.0,-9.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,13.0,410.0,277.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1600x900,match_status:2,T,F,T,F,desktop,Windows
385,2988754,0.0,56053.0,,,1.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,277.0,254.0,,,,,,,,New,NotFound,Android 7.0,samsung browser 6.2,32.0,2220x1080,match_status:2,T,F,T,T,mobile,SAMSUNG SM-G950U Build/NRD90M
386,2988755,-10.0,105208.0,0.0,0.0,10.0,-33.0,,,7.0,0.0,100.0,Found,52.0,-300.0,Found,Found,166.0,13.0,410.0,161.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1024x768,match_status:2,T,F,T,F,desktop,Windows
387,2988760,0.0,49047.0,0.0,0.0,1.0,0.0,,,0.0,0.0,100.0,Found,,-300.0,Found,Found,166.0,,277.0,254.0,,,,,,,,Found,Found,Android 7.0,samsung browser 6.2,32.0,2220x1080,match_status:2,T,F,T,T,mobile,SAMSUNG SM-G950U Build/NRD90M
388,2988763,-90.0,307052.0,0.0,0.0,-4.0,-30.0,,,0.0,0.0,100.0,NotFound,44.0,,Found,Found,225.0,15.0,345.0,507.0,,,,,,,,Found,Found,,mobile safari 11.0,,,,F,F,T,T,mobile,
389,2988768,-25.0,93536.0,,,2.0,0.0,,,0.0,0.0,98.25,NotFound,63.0,-300.0,Unknown,,166.0,,397.0,161.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,,match_status:1,T,F,F,T,desktop,Windows
390,2988769,0.0,23089.0,,,0.0,0.0,,,,,100.0,NotFound,,-300.0,New,NotFound,166.0,,215.0,533.0,,,,,,,,New,NotFound,Windows 10,edge 14.0,24.0,1366x768,match_status:2,T,T,T,T,desktop,Windows
391,2988778,-5.0,63554.0,,,11.0,-33.0,,,6.0,0.0,97.12000274658205,Found,52.0,-300.0,New,NotFound,166.0,13.0,410.0,161.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1024x768,match_status:2,T,F,T,F,desktop,Windows
392,2988783,-5.0,42902.0,0.0,0.0,11.0,-6.0,,,0.0,0.0,100.0,NotFound,52.0,-300.0,Found,Found,166.0,12.0,410.0,597.0,,,,,,,,Found,Found,Windows 7,chrome 62.0,24.0,1440x900,match_status:2,T,F,T,T,desktop,Windows
393,2988800,0.0,38172.0,0.0,0.0,0.0,0.0,,,0.0,0.0,100.0,NotFound,,-360.0,Found,Found,166.0,,312.0,214.0,,,,,,,,Found,Found,Mac OS X 10_11_6,chrome 62.0,24.0,1920x1080,match_status:2,T,F,T,T,desktop,MacOS
394,2988804,-40.0,79082.0,0.0,0.0,0.0,-100.0,,,0.0,0.0,100.0,NotFound,18.0,-360.0,Found,Found,166.0,13.0,410.0,186.0,,,,,,,,Found,Found,Windows 7,ie 11.0 for desktop,24.0,1600x900,match_status:2,T,T,T,T,desktop,Trident/7.0
395,2988812,-5.0,77740.0,,,15.0,-33.0,,,0.0,0.0,97.13999938964844,NotFound,52.0,-300.0,New,NotFound,166.0,15.0,521.0,549.0,,,,,,,,Found,Found,Windows 10,chrome 62.0,24.0,1280x1024,match_status:2,T,F,T,F,desktop,Windows
